Region,SizeRank,RegionName,State,County,City,ZMediumRent,ZMediumValue,NMediumValue,entityid,Income Limits,Efficiency,OneBedroom,TwoBedroom,ThreeBedroom,FourBedroom,Zillow Ratio,NAR Ratio,ZH Ratio,NH Ratio
4099,46,Cincinnati,OH,Hamilton County,Cincinnati,1475.754260896918,251158.49378759216,225700.0,3902199999,46800.0,661.0,720.0,905.0,1194.0,1262.0,0.005875788784372077,0.006538565622051032,0.005024715592805271,0.005591493132476739
46298,47,Long Beach,CA,Los Angeles County,Long Beach,2369.77983407525,841325.6473514956,783300.0,0603799999,75750.0,1856.0,2081.0,2625.0,3335.0,3698.0,0.0028167212559552283,0.0030253795915680458,0.004395444274926544,0.004721051959657858
41515,48,Virginia Beach,VA,Virginia Beach City,Virginia Beach,2113.5633549235968,417186.5149089785,,5181099999,53250.0,1475.0,1483.0,1696.0,2361.0,2809.0,0.005066231240443457,,0.0067331994194799565,
3506,49,Bakersfield,CA,Kern County,Bakersfield,2065.5255326832794,397703.2259128722,310600.0,0602199999,46950.0,841.0,935.0,1227.0,1631.0,2060.0,0.005193635349429601,0.006650114400139341,0.005179741741524872,0.006632324533161623
41176,50,Tampa,FL,Hillsborough County,Tampa,2180.463782598993,375673.4644815394,333300.0,1205799999,52150.0,1566.0,1686.0,1978.0,2533.0,3082.0,0.00580414638975956,0.006542045552352214,0.008203933179718766,0.009246924692469247
13072,51,Oakland,CA,Alameda County,Oakland,2577.728730085579,725530.7384895108,1057400.0,0600199999,79900.0,1937.0,2201.0,2682.0,3432.0,4077.0,0.0035528870016619508,0.002437799063822186,0.005619334624592121,0.0038556837526007187
20859,52,Tulsa,OK,Tulsa County,Tulsa,1324.6861334596856,214486.64474823675,213500.0,4014199999,37100.0,678.0,822.0,910.0,1275.0,1312.0,0.0061760774663364,0.006204618892082837,0.0061169309704108546,0.00614519906323185
5983,53,Minneapolis,MN,Hennepin County,Minneapolis,1652.2899621337456,335147.6697986846,376500.0,2705399999,66200.0,1220.0,1381.0,1685.0,2244.0,2513.0,0.004930035656002734,0.004388552356264929,0.0074981872960939895,0.006674634794156706
16846,54,Aurora,CO,Arapahoe County,Aurora,1926.174553501325,473824.78585338686,526000.0,0800599999,70050.0,1639.0,1789.0,2140.0,2794.0,3127.0,0.004065162083136215,0.00366192880893788,0.006599485914119257,0.005944866920152091
7204,55,Spring,TX,Harris County,Spring,1822.689755404929,370851.9084119297,255000.0,4800999999,44450.0,823.0,896.0,1102.0,1506.0,1709.0,0.004914872255100673,0.00714780296237227,0.00460830849521125,0.006701960784313726
18615,56,Honolulu,HI,Honolulu County,Honolulu,2592.666182038467,756252.9769427647,873000.0,1500399999,76000.0,1887.0,2052.0,2687.0,3765.0,4512.0,0.0034283054230339737,0.0029698352600669724,0.005966257505841832,0.005168384879725086
25428,57,Knoxville,TN,Knox County,Knoxville,1808.5017470759549,368587.96067298745,279700.0,4709399999,49700.0,1256.0,1264.0,1548.0,1989.0,2335.0,0.004906567604036487,0.006465862520829299,0.006334987164899887,0.008348230246692885
50763,58,Arlington,TX,Tarrant County,Arlington,1672.6840850723447,313908.6281293948,294100.0,4800799999,39700.0,969.0,976.0,1280.0,1670.0,1914.0,0.005328569956932995,0.005687467137274208,0.0060973156787873925,0.006507990479428766
44055,59,Baton Rouge,LA,East Baton Rouge Parish,Baton Rouge,1405.985166804522,229310.42183577383,,2203399999,45850.0,1063.0,1081.0,1222.0,1528.0,2023.0,0.0061313618262472695,,0.008822102300473809,
19594,60,New Orleans,LA,Orleans Parish,New Orleans,1698.5864354910289,244689.83662634325,,2200399999,33000.0,666.0,783.0,903.0,1119.0,1318.0,0.006941793982579166,,0.005386410887235455,
7929,61,Wichita,KS,Sedgwick County,Wichita,1115.2055057618438,201526.35022304967,190700.0,2017399999,46900.0,690.0,760.0,995.0,1305.0,1594.0,0.0055337949827778486,0.0058479575551224116,0.007909635629463632,0.008358678552700578
24115,62,Cleveland,OH,Cuyahoga County,Cleveland,1410.1675182707793,117722.21359153977,183200.0,3903599999,49700.0,881.0,995.0,1208.0,1553.0,1667.0,0.011978771679945054,0.0076974209512597125,0.014160454082047611,0.00909934497816594
47401,63,Riverside,CA,Riverside County,Riverside,2488.733319953617,650496.5443791704,510300.0,0606599999,55950.0,1776.0,1852.0,2306.0,3079.0,3745.0,0.0038258978336754234,0.004877000431028056,0.00575714049883878,0.007338820301783264
16764,64,Anaheim,CA,Orange County,Anaheim,2798.160444665671,933187.6888289168,915500.0,0600399999,57700.0,1003.0,1101.0,1445.0,2025.0,2396.0,0.0029984969563595087,0.003056428667029679,0.002567543516360366,0.002617149098853086
48215,65,Vancouver,WA,Clark County,Vancouver,1891.8065181829732,510189.9640953082,487900.0,5300799999,48250.0,1020.0,1134.0,1488.0,2065.0,2444.0,0.0037080433785827392,0.0038774472600593833,0.004790372551396245,0.005009223201475712
7266,67,Stockton,CA,San Joaquin County,Stockton,2178.118652589241,440748.97464400646,494500.0,0607799999,52300.0,1248.0,1363.0,1736.0,2433.0,2915.0,0.004941857560414088,0.004404688882890274,0.006613741988519541,0.005894843276036401
12562,68,Marietta,GA,Cobb County,Marietta,1920.474213559024,477166.4359840367,373700.0,1300599999,38100.0,629.0,715.0,905.0,1268.0,1300.0,0.004024747066709597,0.005139080046986952,0.0027244162664523427,0.0034787262510034785
4174,69,Columbia,SC,Richland County,Columbia,1562.6899846690612,227418.12220998583,224200.0,4502799999,35600.0,707.0,711.0,933.0,1244.0,1453.0,0.006871440013149683,0.006970071296472174,0.006389112643619389,0.0064808206958073145
11722,70,Greensboro,NC,Guilford County,Greensboro,1544.4046262827342,261615.034623196,234900.0,3708199999,42800.0,999.0,1039.0,1150.0,1463.0,1646.0,0.005903348133287291,0.006574732338368387,0.006291687335059825,0.007007237122179651
18170,71,Fort Wayne,IN,Allen County,Fort Wayne,1252.6119307832423,242205.2752539792,194300.0,1800399999,45000.0,943.0,991.0,1199.0,1512.0,1632.0,0.005171695494533467,0.006446793261879785,0.006738086106046478,0.008399382398353063
25574,72,Lexington,KY,Fayette County,Lexington,1508.610016325155,323352.6907053136,272100.0,2106799999,51200.0,799.0,982.0,1165.0,1583.0,1781.0,0.004665524857809276,0.005544322000459959,0.005507917673779646,0.006545387725101066
19533,73,Naples,FL,Collier County,Naples,2864.5871242925764,556257.9582213011,486800.0,1202199999,56800.0,1362.0,1596.0,1860.0,2453.0,2662.0,0.005149745872315111,0.005884525727799047,0.004785549511079449,0.005468364831552999
11867,74,Henderson,NV,Clark County,Henderson,1898.4154841260104,494576.30879978655,400800.0,3200399999,51000.0,1316.0,1476.0,1750.0,2452.0,2841.0,0.0038384683017530534,0.004736565579156713,0.0057443107351712805,0.007088323353293413
38025,75,Corpus Christi,TX,Nueces County,Corpus Christi,1433.945254991909,222638.903571271,194700.0,4802599999,40400.0,844.0,849.0,1114.0,1421.0,1513.0,0.006440676952637236,0.0073648960194756495,0.0067957575056762694,0.007770929635336415
6891,76,Saint Louis,MO,Saint Louis City,Saint Louis,1345.4718376402473,185398.8266014316,260700.0,2951099999,55700.0,951.0,984.0,1215.0,1570.0,1806.0,0.007257175583601337,0.005160996692137504,0.00974116197554216,0.006927502876869966
47568,77,Santa Ana,CA,Orange County,Santa Ana,2788.924163449163,851184.4853968007,915500.0,0600399999,57700.0,1003.0,1101.0,1445.0,2025.0,2396.0,0.0032765213784988543,0.0030463398836145968,0.002814900930534519,0.002617149098853086
24457,78,Durham,NC,Durham County,Durham,1745.500110692192,407634.1992406579,351700.0,3706399999,57800.0,1548.0,1637.0,1872.0,2334.0,2807.0,0.0042820256836735345,0.004963036993722468,0.006886075813140525,0.007981234006255332
7081,79,Silver Spring,MD,Montgomery County,Silver Spring,2051.6667747132187,554627.4441797307,615200.0,2403199999,81950.0,2012.0,2056.0,2314.0,2893.0,3413.0,0.0036991800464319657,0.0033349589966079627,0.006153680341310327,0.00554778933680104
20313,80,Saint Paul,MN,Ramsey County,Saint Paul,1534.9538145938457,297917.55092550855,304900.0,2710199999,50450.0,640.0,782.0,933.0,1307.0,1567.0,0.0051522772318225935,0.005034286043272698,0.00525984452789696,0.005139389963922597
20604,81,Spokane,WA,Spokane County,Spokane,1556.8384535998348,405050.5775050512,370500.0,5304599999,50100.0,955.0,961.0,1261.0,1767.0,1917.0,0.0038435655694884674,0.00420199312712506,0.004732742295562075,0.005174089068825911
12970,82,Newark,NJ,Essex County,Newark,2225.759405212274,485002.5963084285,494400.0,3401399999,67650.0,1551.0,1768.0,2140.0,2695.0,3065.0,0.004589170083116097,0.004501940544523208,0.00631955379894682,0.006199433656957929
13478,83,Reno,NV,Washoe County,Reno,2007.1424453702248,566164.2337435426,496600.0,3202999999,55250.0,1181.0,1370.0,1722.0,2384.0,2788.0,0.0035451593826384435,0.004041768919392317,0.004924366171217538,0.005614176399516713
26922,84,Saint Petersburg,FL,Pinellas County,Saint Petersburg,2163.6318023227445,357370.7277276471,319000.0,1210399999,52150.0,1566.0,1686.0,1978.0,2533.0,3082.0,0.006054306171297982,0.006782544834867538,0.00862409750120552,0.009661442006269592
52650,85,Irvine,CA,Orange County,Irvine,3748.693345862057,1570385.9634351302,915500.0,0600399999,57700.0,1003.0,1101.0,1445.0,2025.0,2396.0,0.0023871159276424012,0.0040946950801333225,0.0015257395670799847,0.002617149098853086
32503,86,Lincoln,NE,Lancaster County,Lincoln,1307.9985304125405,289467.90296232194,258900.0,3100799999,45150.0,622.0,691.0,907.0,1129.0,1204.0,0.004518630622002999,0.005052138008545927,0.004159355796199334,0.004650444186944766
34303,87,Toledo,OH,Lucas County,Toledo,1174.7721581644537,128601.78901106962,155200.0,3908599999,49700.0,881.0,995.0,1208.0,1553.0,1667.0,0.009134959686006647,0.007569408235595707,0.012962494634164927,0.010740979381443298
17384,88,Chandler,AZ,Maricopa County,Chandler,1991.0159405274444,526221.564019624,414700.0,0401399999,56100.0,1530.0,1679.0,1950.0,2624.0,2934.0,0.0037836076600866833,0.004801099446654074,0.005575598190215148,0.007074993971545695
47945,89,Tallahassee,FL,Leon County,Tallahassee,1536.8292272576311,292962.9233348566,279800.0,1201399999,38100.0,811.0,843.0,933.0,1242.0,1247.0,0.005245814759641225,0.005492599096703471,0.004256511321655127,0.004456754824874911
25320,90,Jersey City,NJ,Hudson County,Jersey City,3402.439690698306,652561.4928637198,508600.0,3401799999,67000.0,1999.0,2029.0,2299.0,2822.0,3218.0,0.005213975583767502,0.00668981457077921,0.004931336027625589,0.006327172630751081
53915,91,Plano,TX,Collin County,Plano,1870.7249152388752,511772.3452812151,447600.0,4805999999,43650.0,944.0,950.0,1207.0,1571.0,1899.0,0.0036553849235658204,0.004179456915189623,0.003710634264453101,0.004242627345844504
53060,92,Lubbock,TX,Lubbock County,Lubbock,1397.4206313267443,206965.775668917,199600.0,4830399999,40750.0,832.0,1007.0,1192.0,1658.0,1947.0,0.00675194063757767,0.007001105367368458,0.009407352465436674,0.009754509018036072
25934,93,Modesto,CA,Stanislaus County,Modesto,2066.560784313725,448629.0776703093,426600.0,0609999999,49250.0,1130.0,1209.0,1566.0,2194.0,2549.0,0.004606390640225976,0.004844258753665553,0.005681753873905653,0.005975152367557431
18800,94,Katy,TX,Harris County,Katy,2080.5062971600933,347989.2246968846,255000.0,4800999999,44450.0,823.0,896.0,1102.0,1506.0,1709.0,0.005978651491213025,0.008158848224157229,0.004911071604267694,0.006701960784313726
5573,95,Lawrenceville,GA,Gwinnett County,Lawrenceville,2046.5547241455129,388806.7908958967,345700.0,1313599999,57100.0,1591.0,1653.0,1830.0,2205.0,2653.0,0.005263680501644014,0.0059200310215374976,0.006823440490550338,0.007674284061324848
51405,96,Chula Vista,CA,San Diego County,Chula Vista,3159.779870935716,840373.708875591,791600.0,0606999999,66800.0,1799.0,1999.0,2623.0,3655.0,4046.0,0.0037599699247653287,0.003991637027457954,0.004814524725450413,0.005111167256189995
3737,97,Boise,ID,Ada County,Boise,1835.8430691673584,496045.989945636,476000.0,1600199999,53500.0,1300.0,1534.0,1838.0,2575.0,3080.0,0.003700953351862711,0.0038568131705196606,0.0062091017011095114,0.006470588235294118
6752,98,Richmond,VA,Richmond City,Richmond,1630.2260963599797,367330.7073036546,,5176099999,56750.0,1488.0,1545.0,1711.0,2166.0,2677.0,0.004438033804269869,,0.007287710901302496,
4888,99,Gilbert,AZ,Maricopa County,Gilbert,2177.3374084941447,573168.3735590483,414700.0,0401399999,56100.0,1530.0,1679.0,1950.0,2624.0,2934.0,0.0037987745118840434,0.005250391628874234,0.005118914677342603,0.007074993971545695
41760,100,Winston-Salem,NC,Forsyth County,Winston-Salem,1686.7799713492705,259599.2969742849,227800.0,3701399999,39100.0,759.0,763.0,930.0,1245.0,1562.0,0.0064976291962622595,0.007404653078793988,0.006016965447154994,0.0068568920105355575
398849,101,Madison,WI,Dane County,Madison,1585.7406518329826,427750.7437883794,366100.0,5500199999,46400.0,676.0,729.0,933.0,1165.0,1237.0,0.0037071604780598445,0.004331441277883045,0.002891871067352204,0.003378858235454794
52893,102,Laredo,TX,Webb County,Laredo,1298.7012987012988,215302.26678106797,178900.0,4802599999,40400.0,844.0,849.0,1114.0,1421.0,1513.0,0.006031990829069602,0.007259370031868635,0.007027329635774376,0.008457238680827277
26187,103,North Las Vegas,NV,Clark County,North Las Vegas,1938.4035621681776,413442.63929871935,400800.0,3200399999,51000.0,1316.0,1476.0,1750.0,2452.0,2841.0,0.00468844617830443,0.004836336232954535,0.006871569910686761,0.007088323353293413
20328,104,San Bernardino,CA,San Bernardino County,San Bernardino,2026.7600540906017,490641.35567238624,475000.0,0606999999,66800.0,1799.0,1999.0,2623.0,3655.0,4046.0,0.004130838199142595,0.0042668632717696876,0.008246349300203747,0.008517894736842105
25483,105,Lakeland,FL,Polk County,Lakeland,1812.3266031324708,315627.5461182056,240000.0,1206999999,52700.0,1636.0,1727.0,1958.0,2486.0,2960.0,0.005741978561192301,0.007551360846385295,0.009378142169161151,0.012333333333333333
31614,106,Fort Myers,FL,Lee County,Fort Myers,1869.4730037604816,322685.592675787,326300.0,1201999999,51250.0,1381.0,1454.0,1730.0,2163.0,2739.0,0.005793481476065786,0.0057293073973658645,0.008488138491983944,0.008394115844315047
12065,107,Irving,TX,Dallas County,Irving,1708.334561330145,343468.6469611023,277900.0,4805999999,43650.0,944.0,950.0,1207.0,1571.0,1899.0,0.004973771482331583,0.00614729960896058,0.0055288889300427494,0.006833393306944944
32900,108,Mobile,AL,Mobile County,Mobile,1372.8865406082386,198250.13408396608,176600.0,0101399999,36100.0,600.0,684.0,809.0,975.0,1089.0,0.006925022002894443,0.007773989471167829,0.005493060597572001,0.00616647791619479
18298,109,Glendale,AZ,Maricopa County,Glendale,1638.4766243618285,409884.3401415907,414700.0,0401399999,56100.0,1530.0,1679.0,1950.0,2624.0,2934.0,0.003997412108488536,0.003950992583462331,0.0071581168458069834,0.007074993971545695
53856,110,Pensacola,FL,Escambia County,Pensacola,1722.5756387403446,264717.9391584639,234200.0,1202399999,38300.0,815.0,820.0,1076.0,1305.0,1427.0,0.00650721157854431,0.007355147902392591,0.005390643356231999,0.006093082835183603
23482,111,Anchorage,AK,Anchorage Borough,Anchorage,1671.5391843971631,407428.2918646824,,,,,,,,,0.004102658597288391,,,
44564,112,Chesapeake,VA,Chesapeake City,Chesapeake,2056.099593495935,417272.0318699591,,5155099999,53250.0,1475.0,1483.0,1696.0,2361.0,2809.0,0.004927480004547032,,0.006731819497730948,
20362,113,Sarasota,FL,Sarasota County,Sarasota,2344.617491645781,420610.777244731,373100.0,1211599999,53800.0,1266.0,1580.0,1846.0,2425.0,2903.0,0.005574316252675506,0.006284153019688504,0.006901867848029246,0.0077807558295363176
52001,114,Fayetteville,NC,Cumberland County,Fayetteville,1506.3359031708549,220953.19450923597,183700.0,3704599999,38300.0,705.0,709.0,930.0,1303.0,1397.0,0.006817443425140835,0.008199977698262683,0.006322606030217883,0.007604790419161677
10417,115,Birmingham,AL,Jefferson County,Birmingham,1355.8923992673992,136346.45512566486,224900.0,0107399999,47950.0,998.0,1144.0,1267.0,1583.0,1791.0,0.009944463888098371,0.006028867938049797,0.01313565503664404,0.007963539350822588
25104,116,Hialeah,FL,Miami-Dade County,Hialeah,2512.671238893881,446074.05640202406,425400.0,1208699999,61950.0,1711.0,1898.0,2329.0,3008.0,3527.0,0.005632856703572415,0.005906608460023227,0.007906758865216974,0.008291020216267042
18251,117,Garland,TX,Dallas County,Garland,1667.4147757697456,293543.139922784,277900.0,4805999999,43650.0,944.0,950.0,1207.0,1571.0,1899.0,0.005680305716591967,0.006000053169376559,0.006469236516648042,0.006833393306944944
18847,118,Kissimmee,FL,Osceola County,Kissimmee,2137.5699797037614,367811.1523855436,317600.0,1201999999,51250.0,1381.0,1454.0,1730.0,2163.0,2739.0,0.005811596428873743,0.006730384067077335,0.007446756255854229,0.008624055415617128
